Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T002_001,SE_T002_002,SE_T002_003,SE_T007_001,SE_T007_002,SE_T007_003,SE_T007_004,SE_T007_005,SE_T007_006,SE_T007_007,SE_T007_008,SE_T007_009,SE_T007_010,SE_T007_011,SE_T007_012,SE_T007_013,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,SE_T014_001,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,SE_T014_008,SE_T014_009,SE_T014_010,SE_T014_011,SE_T014_012,SE_T014_013,SE_T014_014,SE_T014_015,SE_T014_016,SE_T014_017,SE_T157_001,SE_T236_001,SE_T236_002,SE_T236_003,SE_T236_004,SE_T236_005,SE_T236_006,SE_T236_007,SE_T236_008,SE_T236_009,SE_T236_010,SE_T236_011,SE_T145_001,SE_T145_002,SE_T145_003,SE_T145_004,SE_T145_005,SE_T201_001,SE_T201_002,SE_T201_003
"06001423602","14000US06001423602","Census Tract 4236.02, Alameda County, California","Census Tract 4236.02, Alameda County, California","ca","140","00","ACSSF","0002841",,,,,"06","001",,,,"423602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5455,34924.14,0.156195704381642,5455,0,59,48,58,3311,1001,241,210,259,181,78,9,5455,2750,333,71,1854,36,63,348,5455,4837,2273,333,47,1854,36,12,282,618,477,0,24,0,0,51,66,0.5922,1963,23,0,171,264,693,443,284,85,0,0,5380,273,5107,479,4857,1963,1963,1963
"06001423700","14000US06001423700","Census Tract 4237, Alameda County, California","Census Tract 4237, Alameda County, California","ca","140","00","ACSSF","0002842",,,,,"06","001",,,,"423700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4110,14608.2,0.281348793894026,4110,33,71,166,105,1770,407,228,378,310,314,218,110,4110,2851,66,45,875,0,79,194,4110,3797,2631,66,24,875,0,20,181,313,220,0,21,0,0,59,13,0.5611,775,50,81,46,93,196,210,38,21,20,20,4110,147,3963,835,3581,775,775,761
"06001423800","14000US06001423800","Census Tract 4238, Alameda County, California","Census Tract 4238, Alameda County, California","ca","140","00","ACSSF","0002843",,,,,"06","001",,,,"423800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3067,7406.845,0.414076435875379,3067,111,124,118,121,58,188,482,584,406,467,287,121,3067,2587,10,0,383,8,4,75,3067,2778,2330,10,0,362,8,0,68,289,257,0,0,21,0,4,7,0.5628,281,8,0,16,27,63,0,115,10,32,10,3067,46,3021,946,2652,281,281,281
"06001423901","14000US06001423901","Census Tract 4239.01, Alameda County, California","Census Tract 4239.01, Alameda County, California","ca","140","00","ACSSF","0002844",,,,,"06","001",,,,"423901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1938,12687.61,0.152747425856799,1938,41,75,59,93,168,578,267,251,212,138,37,19,1938,1263,333,0,158,0,69,115,1938,1660,1131,328,0,158,0,17,26,278,132,5,0,0,0,52,89,0.4914,531,0,0,140,70,141,72,32,34,20,22,1938,143,1795,359,1601,531,515,505
"06001423902","14000US06001423902","Census Tract 4239.02, Alameda County, California","Census Tract 4239.02, Alameda County, California","ca","140","00","ACSSF","0002845",,,,,"06","001",,,,"423902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1564,13099.4,0.119394761674571,1564,72,62,37,18,40,476,269,209,198,103,61,19,1564,1225,41,6,160,0,40,92,1564,1420,1138,39,0,160,0,19,64,144,87,2,6,0,0,21,28,0.4687,495,0,12,42,63,52,189,52,20,57,8,1534,30,1504,265,1413,495,495,490
"06001424001","14000US06001424001","Census Tract 4240.01, Alameda County, California","Census Tract 4240.01, Alameda County, California","ca","140","00","ACSSF","0002846",,,,,"06","001",,,,"424001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4267,21775.07,0.195958050770892,4267,185,281,247,140,480,1292,635,304,402,222,52,27,4267,1901,1249,14,388,36,464,215,4267,3610,1718,1215,4,381,36,50,206,657,183,34,10,7,0,414,9,0.4985,1112,67,29,140,80,320,311,72,50,43,0,4256,489,3767,1209,2749,1112,1105,1105
"06001424002","14000US06001424002","Census Tract 4240.02, Alameda County, California","Census Tract 4240.02, Alameda County, California","ca","140","00","ACSSF","0002847",,,,,"06","001",,,,"424002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2451,19400.15,0.126339195393955,2451,209,154,75,80,201,379,407,358,313,162,69,44,2451,978,782,26,154,0,244,267,2451,1872,845,768,13,150,0,4,92,579,133,14,13,4,0,240,175,0.4707,530,36,37,56,22,172,132,9,22,12,32,2446,300,2146,901,1400,530,530,530
"06001425101","14000US06001425101","Census Tract 4251.01, Alameda County, California","Census Tract 4251.01, Alameda County, California","ca","140","00","ACSSF","0002848",,,,,"06","001",,,,"425101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610,6954.171,0.231515744474492,1610,56,9,0,10,36,393,186,201,263,282,133,41,1610,968,137,6,401,8,0,90,1610,1567,935,137,6,401,8,0,80,43,33,0,0,0,0,0,10,0.4451,597,0,0,27,9,229,278,13,7,0,34,1610,73,1537,558,1238,597,597,591
"06001425102","14000US06001425102","Census Tract 4251.02, Alameda County, California","Census Tract 4251.02, Alameda County, California","ca","140","00","ACSSF","0002849",,,,,"06","001",,,,"425102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3080,10689.95,0.288121026043364,3080,152,35,34,22,392,1317,522,234,164,112,59,37,3080,1401,239,4,1150,40,44,202,3080,2847,1286,239,4,1101,40,0,177,233,115,0,0,49,0,44,25,0.4654,1221,0,9,0,52,92,340,352,168,186,22,3080,241,2839,352,2623,1221,1221,1221
"06001425103","14000US06001425103","Census Tract 4251.03, Alameda County, California","Census Tract 4251.03, Alameda County, California","ca","140","00","ACSSF","0002850",,,,,"06","001",,,,"425103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3060,8978.71,0.340806212229555,3060,146,100,132,36,227,855,811,341,213,130,38,31,3060,1371,374,114,745,0,136,320,3060,2681,1266,350,0,745,0,7,313,379,105,24,114,0,0,129,7,0.3719,851,0,0,0,45,213,145,156,167,115,10,3043,244,2799,372,2516,851,851,841
"06001425104","14000US06001425104","Census Tract 4251.04, Alameda County, California","Census Tract 4251.04, Alameda County, California","ca","140","00","ACSSF","0002851",,,,,"06","001",,,,"425104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3361,7994.326,0.420423183427877,3361,158,90,40,81,321,744,625,451,220,319,118,194,3361,1377,904,30,511,0,255,284,3361,2771,1204,877,0,504,0,0,186,590,173,27,30,7,0,255,98,0.4504,1304,110,48,110,122,411,180,209,58,41,15,3353,246,3107,1052,2446,1304,1304,1155
"06001426100","14000US06001426100","Census Tract 4261, Alameda County, California","Census Tract 4261, Alameda County, California","ca","140","00","ACSSF","0002852",,,,,"06","001",,,,"426100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6293,5354.478,1.17527803217621,6293,265,561,538,212,392,312,730,854,1184,693,350,202,6293,4654,68,13,1156,0,52,350,6293,6049,4565,68,13,1156,0,0,247,244,89,0,0,0,0,52,103,0.4536,182,0,0,0,0,27,12,0,51,54,38,6293,60,6233,1320,5830,182,182,182
"06001426200","14000US06001426200","Census Tract 4262, Alameda County, California","Census Tract 4262, Alameda County, California","ca","140","00","ACSSF","0002853",,,,,"06","001",,,,"426200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4908,9359.121,0.524408221196392,4908,191,468,445,285,199,289,481,982,801,577,122,68,4908,3422,74,6,862,6,11,527,4908,4520,3162,74,6,862,6,0,410,388,260,0,0,0,0,11,117,0.4624,266,0,0,0,6,59,51,24,19,93,14,4908,114,4794,841,4568,266,266,266
"06001427100","14000US06001427100","Census Tract 4271, Alameda County, California","Census Tract 4271, Alameda County, California","ca","140","00","ACSSF","0002854",,,,,"06","001",,,,"427100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3559,8989.032,0.395926930935587,3559,212,221,286,124,113,225,559,572,531,345,214,157,3559,2519,200,11,542,39,41,207,3559,3301,2381,200,11,533,39,19,118,258,138,0,0,9,0,22,89,0.4193,362,0,0,15,29,100,93,69,40,8,8,3415,165,3250,807,2961,362,362,362
"06001427200","14000US06001427200","Census Tract 4272, Alameda County, California","Census Tract 4272, Alameda County, California","ca","140","00","ACSSF","0002855",,,,,"06","001",,,,"427200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4212,8204.332,0.513387320713455,4212,199,239,282,88,142,706,594,835,583,352,110,82,4212,2210,213,48,805,170,411,355,4212,3217,1757,200,20,805,170,18,247,995,453,13,28,0,0,393,108,0.4479,993,0,65,48,67,455,295,24,0,0,39,4137,396,3741,1313,2827,993,993,993
"06001427300","14000US06001427300","Census Tract 4273, Alameda County, California","Census Tract 4273, Alameda County, California","ca","140","00","ACSSF","0002856",,,,,"06","001",,,,"427300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5418,7181.892,0.75439731767097,5418,296,325,218,200,356,863,812,821,711,528,195,93,5418,2189,446,46,2055,23,220,439,5418,4672,1894,446,4,2023,23,0,282,746,295,0,42,32,0,220,157,0.463,974,27,63,90,83,295,108,219,50,27,12,5393,758,4635,1479,3666,974,974,965
"06001427600","14000US06001427600","Census Tract 4276, Alameda County, California","Census Tract 4276, Alameda County, California","ca","140","00","ACSSF","0002857",,,,,"06","001",,,,"427600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5757,25581.68,0.225043899817296,5757,422,423,274,228,869,1020,860,720,538,211,120,72,5757,1578,1391,0,2048,75,158,507,5757,5146,1289,1374,0,2001,75,0,407,611,289,17,0,47,0,158,100,0.4724,1543,92,16,33,49,512,461,291,70,19,0,5724,754,4970,2349,3092,1543,1504,1494
"06001427700","14000US06001427700","Census Tract 4277, Alameda County, California","Census Tract 4277, Alameda County, California","ca","140","00","ACSSF","0002858",,,,,"06","001",,,,"427700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5113,13251.77,0.385835378387854,5113,237,218,137,187,231,959,984,899,614,476,100,71,5113,2949,409,0,1023,13,301,418,5113,4488,2651,398,0,1008,13,0,418,625,298,11,0,15,0,301,0,0.3658,1474,0,0,24,83,599,561,142,46,19,0,5113,336,4777,1248,4043,1474,1474,1474
"06001427800","14000US06001427800","Census Tract 4278, Alameda County, California","Census Tract 4278, Alameda County, California","ca","140","00","ACSSF","0002859",,,,,"06","001",,,,"427800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4808,14982.41,0.32090959494793,4808,285,260,191,194,225,543,754,1047,645,437,187,40,4808,2841,201,18,1098,9,124,517,4808,4306,2532,190,18,1085,9,10,462,502,309,11,0,13,0,114,55,0.4679,1190,25,0,45,91,545,224,183,12,50,15,4780,244,4536,1201,3877,1190,1190,1190
"06001427900","14000US06001427900","Census Tract 4279, Alameda County, California","Census Tract 4279, Alameda County, California","ca","140","00","ACSSF","0002860",,,,,"06","001",,,,"427900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5178,16251.49,0.318616920232835,5178,326,205,262,51,203,1085,805,813,836,337,207,48,5178,2611,561,21,1309,0,220,456,5178,4451,2405,399,21,1309,0,0,317,727,206,162,0,0,0,220,139,0.456,1524,0,0,12,124,646,426,197,58,33,28,5178,257,4921,1057,4263,1524,1504,1504
"06001428000","14000US06001428000","Census Tract 4280, Alameda County, California","Census Tract 4280, Alameda County, California","ca","140","00","ACSSF","0002861",,,,,"06","001",,,,"428000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3022,14886.86,0.202997851727498,3022,188,118,118,58,229,752,508,356,378,217,31,69,3022,1283,240,0,1076,0,156,267,3022,2490,952,235,0,1076,0,0,227,532,331,5,0,0,0,156,40,0.47,1173,34,9,122,35,610,263,35,46,19,0,3008,538,2470,652,2038,1173,1173,1165
"06001428100","14000US06001428100","Census Tract 4281, Alameda County, California","Census Tract 4281, Alameda County, California","ca","140","00","ACSSF","0002862",,,,,"06","001",,,,"428100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4837,12593.21,0.38409598808952,4837,222,353,220,247,354,653,710,851,523,523,145,36,4837,3122,88,5,1022,28,227,345,4837,4226,2853,86,5,1014,19,82,167,611,269,2,0,8,9,145,178,0.4452,914,9,16,88,105,376,176,59,26,42,17,4837,328,4509,1339,3750,914,906,873
"06001428200","14000US06001428200","Census Tract 4282, Alameda County, California","Census Tract 4282, Alameda County, California","ca","140","00","ACSSF","0002863",,,,,"06","001",,,,"428200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6339,12053.68,0.525897417285331,6339,372,372,412,122,284,797,916,1027,1013,619,267,138,6339,3787,380,0,1558,42,276,296,6339,5696,3488,380,0,1558,42,0,228,643,299,0,0,0,0,276,68,0.451,1168,41,15,10,27,369,294,172,23,38,179,6285,202,6083,1409,5458,1168,1168,1168
"06001428301","14000US06001428301","Census Tract 4283.01, Alameda County, California","Census Tract 4283.01, Alameda County, California","ca","140","00","ACSSF","0002864",,,,,"06","001",,,,"428301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6977,4204.424,1.65944243757114,6977,469,499,417,322,373,650,1306,1033,1017,542,285,64,6977,2420,153,11,3485,0,291,617,6977,6263,2069,153,11,3317,0,189,524,714,351,0,0,168,0,102,93,0.4309,566,0,0,16,0,101,157,177,66,49,0,6962,424,6538,1495,5782,566,566,566
"06001428302","14000US06001428302","Census Tract 4283.02, Alameda County, California","Census Tract 4283.02, Alameda County, California","ca","140","00","ACSSF","0002865",,,,,"06","001",,,,"428302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7204,8350.365,0.862716738455931,7204,309,536,459,268,394,583,817,1002,1412,766,398,260,7204,3391,277,0,2780,66,251,439,7204,6697,3089,277,0,2780,66,68,417,507,302,0,0,0,0,183,22,0.4173,584,0,0,0,45,79,166,86,81,80,47,7143,147,6996,1811,6391,584,555,491
"06001428400","14000US06001428400","Census Tract 4284, Alameda County, California","Census Tract 4284, Alameda County, California","ca","140","00","ACSSF","0002866",,,,,"06","001",,,,"428400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4407,14082.4,0.312943920975696,4407,341,232,160,50,179,800,834,533,536,394,224,124,4407,2351,264,33,1382,19,193,165,4407,3770,1947,264,11,1382,19,4,143,637,404,0,22,0,0,189,22,0.4157,1360,12,34,49,84,623,299,164,23,19,53,4099,444,3655,955,3014,1360,1352,1360
"06001428500","14000US06001428500","Census Tract 4285, Alameda County, California","Census Tract 4285, Alameda County, California","ca","140","00","ACSSF","0002867",,,,,"06","001",,,,"428500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3148,13062.03,0.241003819322715,3148,222,166,218,87,141,473,474,420,368,259,241,79,3148,1545,119,0,1014,8,146,316,3148,2802,1371,119,0,1014,8,23,267,346,174,0,0,0,0,123,49,0.4889,924,0,38,0,20,304,422,81,6,28,25,3060,171,2889,971,2296,924,924,924
"06001428600","14000US06001428600","Census Tract 4286, Alameda County, California","Census Tract 4286, Alameda County, California","ca","140","00","ACSSF","0002868",,,,,"06","001",,,,"428600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3227,9297.217,0.347093113944929,3227,161,156,25,107,212,426,639,371,416,367,254,93,3227,1351,338,42,1138,0,26,332,3227,3031,1284,338,34,1122,0,0,253,196,67,0,8,16,0,26,79,0.3939,735,10,0,0,14,155,162,271,74,38,11,3063,163,2900,772,2655,735,735,735
"06001428700","14000US06001428700","Census Tract 4287, Alameda County, California","Census Tract 4287, Alameda County, California","ca","140","00","ACSSF","0002869",,,,,"06","001",,,,"428700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4203,1404.745,2.99200150734289,4203,325,351,302,115,522,514,920,494,359,166,99,36,4203,1526,683,14,1548,67,183,182,4203,3730,1307,683,0,1525,67,0,148,473,219,0,14,23,0,183,34,0.5584,849,106,85,91,23,156,29,83,46,83,147,3697,201,3496,1230,2681,849,849,789
"06001430101","14000US06001430101","Census Tract 4301.01, Alameda County, California","Census Tract 4301.01, Alameda County, California","ca","140","00","ACSSF","0002870",,,,,"06","001",,,,"430101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7030,714.4949,9.83911894572485,7030,486,410,508,205,444,689,995,1189,1231,510,293,70,7030,2782,170,9,3453,33,108,475,7030,6480,2413,170,9,3423,33,0,432,550,369,0,0,30,0,108,43,0.3741,288,0,0,0,0,16,65,0,59,128,20,7030,270,6760,1210,6319,288,288,288
"06001430102","14000US06001430102","Census Tract 4301.02, Alameda County, California","Census Tract 4301.02, Alameda County, California","ca","140","00","ACSSF","0002871",,,,,"06","001",,,,"430102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2224,74.99499,29.6553157775248,2224,89,99,133,86,85,152,227,379,418,346,121,89,2224,1565,71,8,410,0,49,121,2224,1953,1325,71,3,410,0,34,110,271,240,0,5,0,0,15,11,0.4331,143,0,0,0,0,35,29,13,37,9,20,2224,93,2131,523,1952,143,143,143
"06001430200","14000US06001430200","Census Tract 4302, Alameda County, California","Census Tract 4302, Alameda County, California","ca","140","00","ACSSF","0002872",,,,,"06","001",,,,"430200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6701,3256.638,2.05764351031742,6701,488,402,260,185,199,626,861,1046,1402,629,367,236,6701,4778,129,89,1230,1,238,236,6701,5958,4222,129,75,1192,1,119,220,743,556,0,14,38,0,119,16,0.3504,135,0,0,0,0,20,16,44,0,35,20,6630,228,6402,1452,5852,135,135,123
"06001430300","14000US06001430300","Census Tract 4303, Alameda County, California","Census Tract 4303, Alameda County, California","ca","140","00","ACSSF","0002873",,,,,"06","001",,,,"430300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3827,3344.577,1.14424043663523,3827,124,191,386,131,299,262,400,642,648,364,268,112,3827,2256,430,22,674,0,245,200,3827,3365,2120,430,7,674,0,0,134,462,136,0,15,0,0,245,66,0.3962,241,0,0,29,0,13,83,84,14,9,9,3827,163,3664,1105,3131,241,241,241
"06001430400","14000US06001430400","Census Tract 4304, Alameda County, California","Census Tract 4304, Alameda County, California","ca","140","00","ACSSF","0002874",,,,,"06","001",,,,"430400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2101,2262.93,0.92844213950026,2101,87,129,121,54,157,211,242,316,408,248,94,34,2101,1346,6,0,539,10,33,167,2101,1734,1183,6,0,442,10,0,93,367,163,0,0,97,0,33,74,0.3808,73,0,22,0,0,0,0,22,0,18,11,2101,47,2054,443,1915,73,73,73
"06001430500","14000US06001430500","Census Tract 4305, Alameda County, California","Census Tract 4305, Alameda County, California","ca","140","00","ACSSF","0002875",,,,,"06","001",,,,"430500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6005,5965,1.00670582257524,6005,278,393,425,294,306,1029,741,872,1020,436,116,95,6005,2905,1055,35,1265,175,275,295,6005,4304,1595,956,21,1265,175,9,283,1701,1310,99,14,0,0,266,12,0.4203,767,0,0,18,39,550,99,19,10,0,32,5536,280,5256,2066,3710,767,767,767
"06001430600","14000US06001430600","Census Tract 4306, Alameda County, California","Census Tract 4306, Alameda County, California","ca","140","00","ACSSF","0002876",,,,,"06","001",,,,"430600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6031,6907.27,0.873138022261107,6031,488,155,201,290,368,723,724,832,1292,532,249,177,6031,3144,493,9,1702,103,78,502,6031,5098,2594,493,9,1660,103,0,239,933,550,0,0,42,0,78,263,0.404,437,0,0,27,0,115,105,14,142,0,34,6021,280,5741,1765,4683,437,412,412
"06001430700","14000US06001430700","Census Tract 4307, Alameda County, California","Census Tract 4307, Alameda County, California","ca","140","00","ACSSF","0002877",,,,,"06","001",,,,"430700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4066,7962.241,0.510660281051495,4066,240,232,337,161,295,620,485,710,459,327,65,135,4066,2913,130,0,638,0,81,304,4066,3403,2438,113,0,638,0,0,214,663,475,17,0,0,0,81,90,0.3246,313,0,0,11,10,33,145,77,20,11,6,4061,320,3741,715,3480,313,313,313
"06001430800","14000US06001430800","Census Tract 4308, Alameda County, California","Census Tract 4308, Alameda County, California","ca","140","00","ACSSF","0002878",,,,,"06","001",,,,"430800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6126,8784.87,0.697335277229084,6126,713,412,168,125,537,582,1219,809,634,579,226,122,6126,3785,91,79,1495,76,269,331,6126,4532,2709,91,0,1495,76,0,161,1594,1076,0,79,0,0,269,170,0.4035,971,0,0,0,91,469,289,25,12,21,64,6098,562,5536,1847,4320,971,912,951
"06001430900","14000US06001430900","Census Tract 4309, Alameda County, California","Census Tract 4309, Alameda County, California","ca","140","00","ACSSF","0002879",,,,,"06","001",,,,"430900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4940,11667.97,0.423381112190481,4940,316,450,346,259,378,709,741,599,526,294,193,129,4940,2750,641,51,823,24,331,320,4940,3765,2150,534,8,814,24,39,196,1175,600,107,43,9,0,292,124,0.3999,1418,13,32,29,115,646,494,58,16,0,15,4757,196,4561,1783,3287,1418,1413,1408
"06001431000","14000US06001431000","Census Tract 4310, Alameda County, California","Census Tract 4310, Alameda County, California","ca","140","00","ACSSF","0002880",,,,,"06","001",,,,"431000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2842,7714.049,0.368418695376195,2842,212,175,249,86,271,353,447,382,364,173,74,56,2842,1751,85,0,660,76,42,228,2842,1973,1012,56,0,660,47,0,198,869,739,29,0,0,29,42,30,0.3793,698,0,43,7,64,238,302,36,0,0,8,2842,224,2618,875,2052,698,698,698
"06001431100","14000US06001431100","Census Tract 4311, Alameda County, California","Census Tract 4311, Alameda County, California","ca","140","00","ACSSF","0002881",,,,,"06","001",,,,"431100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3397,8951.056,0.37950832204628,3397,299,249,183,55,266,768,389,393,414,170,122,89,3397,2019,391,0,363,44,251,329,3397,2275,1250,391,0,353,44,14,223,1122,769,0,0,10,0,237,106,0.4487,1069,9,62,20,62,540,233,107,12,0,24,3397,344,3053,990,2246,1069,1069,1069
"06001431200","14000US06001431200","Census Tract 4312, Alameda County, California","Census Tract 4312, Alameda County, California","ca","140","00","ACSSF","0002882",,,,,"06","001",,,,"431200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5763,7384.958,0.780370024880424,5763,420,259,114,178,325,762,847,778,918,679,163,320,5763,3344,866,59,1050,15,97,332,5763,4551,2513,813,14,1050,15,0,146,1212,831,53,45,0,0,97,186,0.3873,1165,84,0,89,0,388,393,72,19,83,37,5659,496,5163,1660,4369,1165,1165,1165
"06001432100","14000US06001432100","Census Tract 4321, Alameda County, California","Census Tract 4321, Alameda County, California","ca","140","00","ACSSF","0002883",,,,,"06","001",,,,"432100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3683,8626.485,0.426940974243896,3683,176,372,157,97,284,263,572,712,513,337,152,48,3683,1662,621,15,625,0,398,362,3683,2984,1463,594,6,616,0,25,280,699,199,27,9,9,0,373,82,0.419,412,0,0,11,38,177,98,57,0,16,15,3683,320,3363,997,2798,412,412,412
"06001432200","14000US06001432200","Census Tract 4322, Alameda County, California","Census Tract 4322, Alameda County, California","ca","140","00","ACSSF","0002884",,,,,"06","001",,,,"432200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4235,10713.45,0.395297584390352,4235,173,298,273,80,317,446,629,690,552,429,173,175,4235,2225,742,47,472,57,334,358,4235,3033,1475,742,7,472,27,48,262,1202,750,0,40,0,30,286,96,0.451,965,34,51,29,139,299,199,110,43,47,14,4211,293,3918,1214,3180,965,965,895
"06001432300","14000US06001432300","Census Tract 4323, Alameda County, California","Census Tract 4323, Alameda County, California","ca","140","00","ACSSF","0002885",,,,,"06","001",,,,"432300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4697,11644.85,0.403354378475885,4697,270,312,244,165,484,796,795,644,539,295,114,39,4697,1903,497,44,1144,9,763,337,4697,2761,931,497,12,1124,9,0,188,1936,972,0,32,20,0,763,149,0.412,646,11,44,41,84,263,170,27,6,0,0,4678,307,4371,1401,3466,646,646,646
"06001432400","14000US06001432400","Census Tract 4324, Alameda County, California","Census Tract 4324, Alameda County, California","ca","140","00","ACSSF","0002886",,,,,"06","001",,,,"432400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6214,2501.558,2.48405243576418,6214,197,468,510,321,714,770,799,1053,732,388,158,104,6214,2740,564,8,1975,78,512,337,6214,4117,1390,533,0,1975,78,46,95,2097,1350,31,8,0,0,466,242,0.44,1100,0,25,0,150,409,310,128,0,10,68,6207,977,5230,2203,3613,1100,1100,1100
"06001432501","14000US06001432501","Census Tract 4325.01, Alameda County, California","Census Tract 4325.01, Alameda County, California","ca","140","00","ACSSF","0002887",,,,,"06","001",,,,"432501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4760,9049.248,0.526010545222603,4760,282,269,269,215,504,523,686,605,669,469,145,124,4760,1712,243,75,2104,68,276,282,4760,3497,884,243,73,2095,48,35,119,1263,828,0,2,9,20,241,163,0.4179,716,0,8,70,89,210,131,136,26,0,46,4745,758,3987,1812,2645,716,716,716
"06001432502","14000US06001432502","Census Tract 4325.02, Alameda County, California","Census Tract 4325.02, Alameda County, California","ca","140","00","ACSSF","0002888",,,,,"06","001",,,,"432502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4897,15540,0.315122309446994,4897,146,290,388,297,367,642,839,784,590,312,177,65,4897,1776,747,4,1807,139,262,162,4897,3457,668,722,4,1795,127,32,109,1440,1108,25,0,12,12,230,53,0.367,719,0,0,26,16,437,60,127,31,0,22,4897,421,4476,2070,2951,719,708,708
